276,"The vulnerability in this CWE is that during installation, file permissions are set to allow anyone to modify those files.",The method used in this CWE is improper file permission settings during installation.,"The technical impact of this CWE is that it allows anyone to modify the installed files, which can lead to unauthorized access, modification, or deletion of sensitive data.","The security properties affected by this CWE are confidentiality, integrity, and availability.","The severity of this CWE is high as it can lead to unauthorized access, modification, or deletion of sensitive data.",The likelihood of this CWE occurring is high as it is a common mistake made during installation.,The relevant assets affected by this CWE are the installed files and the sensitive data they contain.,The attack vector for this CWE is through the installed files.,The attacker type for this CWE is anyone who has access to the installed files.,The attacker motive for this CWE is to gain unauthorized access to sensitive data or to modify or delete the installed files.,The relevant cyber controls/countermeasures for this CWE are to ensure proper file permission settings during installation and to limit access to the installed files.,The detection methods for this CWE are to monitor file access logs and to perform regular vulnerability scans.
287,The vulnerability in CWE 287 is the lack of proper verification of an actor's claimed identity.,The method used in this CWE is the failure to adequately prove an actor's claimed identity.,The technical impact of this CWE is that an attacker can gain unauthorized access to sensitive information or systems.,The security properties affected by this CWE are authentication and access control.,"The severity of this CWE can range from low to high, depending on the sensitivity of the information or systems being accessed.","The likelihood of this CWE occurring is high, as many systems and applications rely on user authentication.",The relevant assets for this CWE are any systems or information that require authentication for access.,The attack vector for this CWE is through the authentication process.,The attacker type for this CWE can be anyone attempting to gain unauthorized access to a system or information.,The attacker's motive for this CWE is to gain unauthorized access to sensitive information or systems.,"Relevant cyber controls/countermeasures for this CWE include multi-factor authentication, strong password policies, and regular security audits.",Detection methods for this CWE include monitoring authentication logs for suspicious activity and implementing intrusion detection systems.
306,The vulnerability in this CWE is the lack of authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,The method used in this CWE is the absence of authentication for critical functionality.,"The technical impact of this CWE is that an attacker can gain unauthorized access to sensitive information or resources, or cause denial of service by consuming excessive resources.","The security properties affected by this CWE are confidentiality, integrity, and availability.","The severity of this CWE is high as it can lead to unauthorized access to sensitive information or resources, or cause denial of service.",The likelihood of this CWE depends on the specific implementation of the product and the criticality of the functionality that lacks authentication.,The relevant assets for this CWE are the resources or information that require authentication for access.,The attack vector for this CWE is through the functionality that lacks authentication.,"The attacker type for this CWE can be anyone who wants to gain unauthorized access to sensitive information or resources, or cause denial of service.","The attacker motive for this CWE can be financial gain, espionage, or sabotage.",The relevant cyber controls/countermeasures for this CWE are implementing strong authentication mechanisms for critical functionality and limiting resource consumption.,The detection methods for this CWE are monitoring resource consumption and access logs for suspicious activity.
352,The vulnerability in CWE 352 is the lack of sufficient verification of user-submitted requests.,"The method used in this CWE is submitting a well-formed, valid, and consistent request that is not intentionally provided by the user.","The technical impact of this CWE is that an attacker can perform unauthorized actions on the web application, such as accessing sensitive data or executing malicious code.","The security properties affected by this CWE are authentication, authorization, and confidentiality.",The severity of this CWE is high as it can lead to significant damage to the web application and its users.,The likelihood of this CWE depends on the specific implementation of the web application and the level of security measures in place.,The relevant assets for this CWE are the web application and its data.,The attack vector for this CWE is through user-submitted requests.,The attacker type for this CWE can be anyone with access to the web application.,"The attacker's motive for exploiting this CWE can be financial gain, stealing sensitive information, or causing damage to the web application.","Relevant cyber controls/countermeasures for this CWE include implementing proper input validation and verification, using secure coding practices, and implementing access controls.",Detection methods for this CWE include monitoring user activity and analyzing logs for suspicious behavior.
362,"The vulnerability in this CWE is the lack of proper synchronization between concurrent code sequences that require temporary, exclusive access to a shared resource.",The method used in this CWE is to exploit the timing window during which the shared resource can be modified by another code sequence that is operating concurrently.,"The technical impact of this CWE is that it can lead to race conditions, data corruption, and other unexpected behavior that can compromise the integrity and availability of the system.","The security properties affected by this CWE are confidentiality, integrity, and availability.",The severity of this CWE depends on the nature of the shared resource and the potential impact of its modification. It can range from low to high.,"The likelihood of this CWE depends on the complexity of the code, the frequency of concurrent access to the shared resource, and the level of synchronization and error handling implemented.","The relevant assets for this CWE are the shared resources that require temporary, exclusive access, such as files, databases, network connections, and hardware devices.",The attack vector for this CWE is through the concurrent code sequences that access the shared resource.,"The attacker type for this CWE is anyone who can execute the concurrent code sequences, including authorized users, malicious insiders, and external attackers who exploit vulnerabilities in the system.","The attacker motive for this CWE can vary depending on the nature of the shared resource and the potential impact of its modification, such as stealing sensitive data, disrupting operations, or causing damage to the system.","The relevant cyber controls and countermeasures for this CWE include proper synchronization and error handling mechanisms, access controls and permissions, monitoring and logging of concurrent access, and testing and validation of the code.","The detection methods for this CWE include monitoring and logging of concurrent access to the shared resource, analysis of error messages and system logs, and testing and validation of the code for race conditions and other synchronization issues."
400,The vulnerability in this CWE is the lack of proper control over the allocation and maintenance of a limited resource.,"The method used by an attacker is to influence the amount of resources consumed, eventually leading to the exhaustion of available resources.","The technical impact of this CWE is the denial of service, as the exhaustion of available resources can cause the system to become unavailable.","The security properties affected by this CWE are availability and possibly confidentiality, as the denial of service may prevent authorized users from accessing sensitive information.","The severity of this CWE is high, as it can result in a complete denial of service.","The likelihood of this CWE depends on the specific implementation of the product and the resources being controlled, but it is generally considered to be moderate to high.",The relevant assets for this CWE are any resources that are limited and controlled by the product.,The attack vector for this CWE is through the manipulation of the product's resource allocation and maintenance mechanisms.,The attacker type for this CWE is typically a malicious user or an automated script.,The attacker's motive for exploiting this CWE may be to disrupt the availability of the system or to gain unauthorized access to sensitive information.,"Relevant cyber controls and countermeasures for this CWE include implementing proper resource allocation and maintenance mechanisms, monitoring resource usage, and implementing rate limiting or throttling.",Detection methods for this CWE include monitoring resource usage and implementing alerts for abnormal resource consumption.
416,The vulnerability in CWE 416 is referencing memory after it has been freed.,The method used in CWE 416 is to access memory that has already been released.,"The technical impact of CWE 416 is that it can cause a program to crash, use unexpected values, or execute code.","The security properties affected by CWE 416 are confidentiality, integrity, and availability.",The severity of CWE 416 is high as it can cause a program to crash or execute code.,The likelihood of CWE 416 occurring depends on the specific program and how it handles memory.,The relevant assets for CWE 416 are any programs that handle memory.,The attack vector for CWE 416 is through accessing memory that has already been freed.,The attacker type for CWE 416 is anyone who can access the program's memory.,The attacker motive for CWE 416 could be to cause a program to crash or execute code.,Relevant cyber controls/countermeasures for CWE 416 include proper memory management and testing for memory-related vulnerabilities.,Detection methods for CWE 416 include monitoring for unexpected program behavior and memory usage.
434,The vulnerability in this CWE is the product's failure to properly validate and restrict the types of files that can be uploaded or transferred.,The attacker can exploit this vulnerability by uploading or transferring files of dangerous types that can be automatically processed within the product's environment.,"The technical impact of this CWE is that the uploaded or transferred files can execute malicious code, compromise the product's security, and potentially harm the system or network.","The security properties affected by this CWE include confidentiality, integrity, and availability.",The severity of this CWE is high as it can lead to a complete compromise of the system or network.,The likelihood of this CWE depends on the product's security measures and the attacker's knowledge and skills.,"The relevant assets for this CWE are the product, the system, and the network.",The attack vector for this CWE is through the product's file upload or transfer functionality.,The attacker type for this CWE can be anyone with access to the product's file upload or transfer functionality.,"The attacker's motive for exploiting this CWE can be to gain unauthorized access, steal sensitive information, or cause harm to the system or network.","The relevant cyber controls/countermeasures for this CWE include implementing proper file validation and restriction measures, using anti-malware software, and monitoring file uploads and transfers.","The detection methods for this CWE include monitoring file uploads and transfers, analyzing file types and content, and using intrusion detection systems."
476,"The vulnerability in CWE 476 is a NULL pointer dereference, which occurs when an application attempts to access a pointer that is NULL.","The method used in this vulnerability is to exploit the application's expectation that the pointer is valid, causing it to crash or exit.","The technical impact of this vulnerability is a denial of service (DoS) attack, as the application crashes or exits.","The security properties affected by this vulnerability are availability and possibly integrity, as the application may not be able to function properly after the crash.","The severity of this vulnerability is high, as it can cause the application to crash or exit, potentially disrupting critical operations.",The likelihood of this vulnerability being exploited depends on the specific application and how it handles pointers.,The relevant assets for this vulnerability are the application and any data it processes or stores.,The attack vector for this vulnerability is through the application's use of pointers.,"The attacker type for this vulnerability could be anyone with access to the application, including internal and external actors.","The attacker's motive for exploiting this vulnerability could be to disrupt operations, steal data, or gain unauthorized access.","Relevant cyber controls and countermeasures for this vulnerability include input validation, error handling, and secure coding practices.",Detection methods for this vulnerability include monitoring for crashes or exits in the application and analyzing logs for signs of exploitation.
502,The vulnerability in CWE 502 is the lack of sufficient verification of deserialized untrusted data.,The method used in this CWE is deserialization of untrusted data.,"The technical impact of CWE 502 is that it can lead to arbitrary code execution, denial of service, or data tampering.","The security properties affected by CWE 502 are confidentiality, integrity, and availability.","The severity of CWE 502 is high as it can lead to serious consequences such as data theft, system compromise, and service disruption.",The likelihood of CWE 502 depends on the implementation of the deserialization process and the level of trust placed on the incoming data.,"The relevant assets for CWE 502 are systems that deserialize untrusted data, such as web applications, network services, and APIs.","The attack vector for CWE 502 is through the deserialization process, which can be exploited by sending malicious data to the system.",The attacker type for CWE 502 can be anyone with the knowledge and ability to craft malicious data and send it to the system.,"The attacker motive for CWE 502 can be to gain unauthorized access to sensitive data, disrupt services, or execute arbitrary code.","The relevant cyber controls/countermeasures for CWE 502 include input validation, data sanitization, and using secure serialization libraries.","The detection methods for CWE 502 include monitoring for unexpected behavior, analyzing system logs, and using intrusion detection systems."
611,The vulnerability in this CWE is the product's failure to properly validate and restrict the URIs of XML entities within an XML document.,"The method used by attackers is to include XML entities with URIs that resolve to documents outside of the intended sphere of control, which can cause the product to embed incorrect documents into its output.","The technical impact of this CWE is that the product may embed incorrect documents into its output, which can lead to data corruption, unauthorized access, or other security issues.","The security properties affected by this CWE include confidentiality, integrity, and availability.","The severity of this CWE is high, as it can lead to significant security issues and data loss.","The likelihood of this CWE depends on the specific product and its implementation, but it is generally considered to be a common vulnerability.",The relevant assets for this CWE include any systems or data that are processed by the affected product.,The attack vector for this CWE is through the inclusion of XML entities with malicious URIs in an XML document.,The attacker type for this CWE is typically a remote attacker who is attempting to exploit the vulnerability in the affected product.,"The attacker's motive for exploiting this CWE may be to gain unauthorized access to sensitive data, cause data corruption or disruption, or otherwise compromise the security of the affected system.","Relevant cyber controls and countermeasures for this CWE include implementing proper input validation and sanitization, restricting access to external resources, and using secure coding practices.","Detection methods for this CWE may include monitoring for unexpected or incorrect output from the affected product, as well as analyzing XML documents for malicious entities."
787,"The vulnerability in this CWE is that the product writes data beyond the intended buffer, which can lead to memory corruption and potentially allow an attacker to execute arbitrary code.",The method used in this CWE is to exploit the buffer overflow vulnerability by providing input that exceeds the size of the buffer.,"The technical impact of this CWE is that it can cause the product to crash, execute arbitrary code, or allow an attacker to gain unauthorized access to sensitive data.","The security properties affected by this CWE include confidentiality, integrity, and availability.","The severity of this CWE is high, as it can lead to a complete compromise of the system.",The likelihood of this CWE occurring depends on the implementation of the product and the input provided by the attacker.,The relevant assets for this CWE include any system or application that is vulnerable to buffer overflow attacks.,The attack vector for this CWE is through input provided to the product.,The attacker type for this CWE is typically a remote attacker who is attempting to exploit the vulnerability.,"The attacker's motive for exploiting this vulnerability could be to gain unauthorized access to sensitive data, execute arbitrary code, or cause a denial of service.","Relevant cyber controls and countermeasures for this CWE include input validation, boundary checking, and implementing secure coding practices.","Detection methods for this CWE include monitoring for unexpected crashes or system behavior, as well as using tools to detect and prevent buffer overflow attacks."
798,The vulnerability in this CWE is the presence of hard-coded credentials in the product's code.,The method used by attackers is to exploit the hard-coded credentials to gain unauthorized access to the product's internal data or external components.,"The technical impact of this vulnerability is that attackers can bypass the product's authentication and encryption mechanisms, potentially leading to data theft, modification, or destruction.","The security properties affected by this vulnerability are confidentiality, integrity, and availability.","The severity of this vulnerability is high, as it can lead to significant data breaches and damage to the product's reputation.","The likelihood of this vulnerability being exploited is also high, as hard-coded credentials are easy to discover and exploit.",The relevant assets affected by this vulnerability are the product's internal data and external components.,The attack vector for this vulnerability is through the product's authentication and encryption mechanisms.,The attacker type for this vulnerability is typically a malicious actor with knowledge of the product's code and architecture.,"The attacker's motive for exploiting this vulnerability is to gain unauthorized access to the product's data or external components for financial gain, espionage, or sabotage.","The relevant cyber controls/countermeasures for this vulnerability include implementing secure coding practices, using dynamic credentials, and regularly updating and patching the product's code.",Detection methods for this vulnerability include monitoring for unauthorized access attempts and reviewing the product's code for hard-coded credentials.
862,The vulnerability in this CWE is the lack of authorization check when an actor attempts to access a resource or perform an action.,The method used in this CWE is unauthorized access to resources or actions.,"The technical impact of this CWE is that an attacker can gain access to resources or perform actions without proper authorization, potentially leading to data theft, modification, or destruction.","The security properties affected by this CWE are confidentiality, integrity, and availability.","The severity of this CWE is high, as it can lead to significant data breaches and damage to the affected system.","The likelihood of this CWE occurring is also high, as many systems may not have proper authorization checks in place.",The relevant assets for this CWE are any resources or actions that require authorization to access.,The attack vector for this CWE is through unauthorized access attempts.,The attacker type for this CWE is anyone who attempts to gain unauthorized access to resources or actions.,The attacker motive for this CWE is to gain access to sensitive information or perform malicious actions.,"Relevant cyber controls and countermeasures for this CWE include implementing proper authorization checks and access controls, as well as monitoring for unauthorized access attempts.",Detection methods for this CWE include monitoring for unauthorized access attempts and implementing logging and auditing to track access to resources and actions.
918,The vulnerability in CWE 918 is that the web server does not sufficiently ensure that the request is being sent to the expected destination.,The method used in this CWE is that the web server receives a URL or similar request from an upstream component and retrieves the contents of this URL.,"The technical impact of this CWE is that an attacker can send a request to the web server that is not intended for the server, which can result in the server retrieving and displaying unintended content.",The security properties affected by this CWE are confidentiality and integrity.,The severity of this CWE is high because it can result in the disclosure of sensitive information.,The likelihood of this CWE occurring is high because it is a common mistake made by developers.,The relevant assets for this CWE are web servers and the data they store.,The attack vector for this CWE is through the URL or similar request sent to the web server.,The attacker type for this CWE is anyone who can send a request to the web server.,The attacker's motive for exploiting this CWE could be to gain access to sensitive information or to cause damage to the web server.,The relevant cyber controls/countermeasures for this CWE include input validation and verification of the request's intended destination.,Detection methods for this CWE include monitoring for unexpected requests and analyzing server logs.
