276,Improper file permission settings,During installation,Unauthorized modification of files,"Confidentiality, Integrity, Availability",High,High,Installed files,Local access,"Insider, External","Data theft, Data modification, System disruption","Principle of least privilege, Access control, File integrity monitoring","File integrity monitoring, Log analysis"
287,Insufficient identity verification,Actor claims false identity,"Unauthorized access, data theft, fraud","Authentication, Authorization",High,High,"User accounts, sensitive data","Social engineering, phishing, brute force attacks","External, internal","Financial gain, espionage, sabotage","Multi-factor authentication, identity verification processes, access controls","Monitoring for unusual login activity, anomaly detection."
306,Lack of authentication for critical functionality,Exploiting the lack of authentication,"Unauthorized access, resource consumption","Confidentiality, integrity, availability",High,High,"User data, system resources","Network, application","External, internal","Financial gain, espionage, sabotage","Authentication, access control, resource limiting","Log analysis, anomaly detection"
352,Insufficient request verification,"Submitting a well-formed, valid, consistent request","Unauthorized access, data manipulation, denial of service","Authentication, Authorization, Availability, Integrity",High,High,"Web application, user data","HTTP requests, API calls","External, internal","Data theft, sabotage, financial gain","Input validation, access control, rate limiting","Log analysis, anomaly detection, intrusion detection systems"
362,Concurrency flaw,"Code sequence requires temporary, exclusive access to a shared resource","Data corruption, data loss, or system crash","Availability, Integrity",High,High,Shared resources,"Network, Application","Insider, External","Financial gain, Espionage, Sabotage","Access control, Resource locking, Error handling","Log analysis, Intrusion detection systems"
400,Improper resource allocation and maintenance,Actor can influence resource consumption leading to exhaustion,Exhaustion of available resources,Availability,High,Likely,Resources being allocated and maintained,Exploitation of resource allocation and maintenance,Any actor,"Disruption of service, denial of service, resource depletion","Proper resource allocation and maintenance, monitoring of resource usage",Monitoring of resource usage and depletion
416,Memory referencing after it has been freed,Referencing memory that has already been freed,"Program crash, unexpected values, execution of code","Confidentiality, Integrity, Availability",High,High,Software applications,"Local, Remote","Insider, External","Financial gain, Espionage, Sabotage","Input validation, Memory management best practices, Code review","Memory analysis, Log analysis, Code review"
434,File upload/transfer of dangerous types,Automatic processing within product's environment,"Execution of malicious code, data leakage, denial of service","Confidentiality, integrity, availability",High,High,"Product environment, uploaded files",File upload/transfer functionality,"External attacker, insider threat","Data theft, system compromise, sabotage","Input validation, file type restrictions, access controls, monitoring and logging","Log analysis, anomaly detection, file analysis"
476,NULL pointer dereference,Dereferencing a pointer that is expected to be valid but is NULL,Crash or exit,Availability,High,High,Software applications,Input validation,Any,"Disruption, sabotage, or theft","Input validation, error handling, and exception handling",Code review and testing
502,Deserialization of untrusted data,Insufficient verification of resulting data,"Arbitrary code execution, denial of service, data tampering","Confidentiality, integrity, availability",High,High,Applications that deserialize untrusted data,"Network, local","External, internal","Financial gain, espionage, sabotage","Input validation, secure deserialization libraries, sandboxing","Log analysis, anomaly detection, code review"
611,XML External Entity (XXE) Injection,Embedding incorrect documents into product output,"Confidentiality, Integrity, Availability","Confidentiality, Integrity, Availability",High,High,XML documents,"Input validation, XML parsing","External, Internal","Information theft, data manipulation, denial of service","Input validation, disabling external entity resolution, using whitelists instead of blacklists","Manual code review, automated scanning tools"
787,Buffer overflow,Writing data past the end or before the beginning of a buffer,"Memory corruption, execution of arbitrary code, denial of service","Confidentiality, integrity, availability",High,High,"Software applications, systems, networks","Input validation, network communication, file handling","Hackers, insiders, malware","Financial gain, espionage, sabotage","Input validation, boundary checking, memory protection, code signing, software updates","Code analysis, memory monitoring, intrusion detection systems"
798,Hard-coded credentials,"Inbound authentication, outbound communication, or encryption of internal data","Unauthorized access, data leakage, or data manipulation","Confidentiality, integrity, and availability",High,High,"Authentication credentials, sensitive data, and communication channels","Network, application, or physical access",Insider or external attacker,"Financial gain, espionage, or sabotage","Use of secure coding practices, encryption, and access control","Log analysis, intrusion detection systems, and vulnerability scanning."
862,Lack of authorization check,Unauthorized access or action,Unauthorized access or modification of resources,"Confidentiality, Integrity, Availability",High,Likely,Resources or actions requiring authorization,"Network, Application",Internal or External,Gain unauthorized access or perform unauthorized actions,"Access control, Authentication, Authorization","Log analysis, Intrusion detection systems"
918,Insufficient URL validation,Retrieving contents of an unexpected URL,"Information disclosure, data modification, denial of service","Confidentiality, integrity, availability",High,High,"Web server, network infrastructure",HTTP/HTTPS requests,"External attacker, insider threat","Information theft, data manipulation, disruption of service","Input validation, URL filtering, access control","Log analysis, network monitoring, anomaly detection"
