362,Vulnerability: Concurrency flaw,"Method: Code sequence requires temporary, exclusive access to a shared resource","Technical Impact: Data corruption, data loss, or system crash","Security Properties Affected: Availability, Integrity",Severity: High,Likelihood: High,Relevant Assets: Shared resources,"Attack Vector(s): Network, Application","Attacker Type(s): Insider, External","Attacker Motive(s): Financial gain, Espionage, Sabotage","Relevant Cyber Controls/Countermeasures: Access control, Resource locking, Error handling","Detection Methods: Log analysis, Intrusion detection systems"
400,Vulnerability: Improper resource allocation and maintenance,Method: Actor can influence resource consumption leading to exhaustion,Technical Impact: Exhaustion of available resources,Security Properties Affected: Availability,Severity: High,Likelihood: Likely,Relevant Assets: Resources being allocated and maintained,Attack Vector(s): Exploitation of resource allocation and maintenance,Attacker Type(s): Any,"Attacker Motive(s): Resource depletion, denial of service","Relevant Cyber Controls/Countermeasures: Proper resource allocation and maintenance, resource monitoring and limiting",Detection Methods: Resource usage monitoring and alerting
416,Vulnerability: Memory referencing after it has been freed,Method: Referencing memory that has already been freed,"Technical Impact: Program crash, unexpected values, execution of code","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Software applications,"Attack Vector(s): Local, Remote","Attacker Type(s): Insider, External","Attacker Motive(s): Financial gain, Espionage, Sabotage","Relevant Cyber Controls/Countermeasures: Input validation, Memory management best practices, Code review","Detection Methods: Memory analysis, Log analysis"
434,Vulnerability: File upload/transfer of dangerous types,Method: Automatic processing within product's environment,"Technical Impact: Execution of malicious code, data leakage, denial of service","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Product environment, uploaded files",Attack Vector(s): File upload/transfer functionality,"Attacker Type(s): External attacker, insider threat","Attacker Motive(s): Data theft, system compromise, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, file type restrictions, access controls, monitoring and logging","Detection Methods: Log analysis, anomaly detection, file scanning"
476,Vulnerability: NULL pointer dereference,Method: Dereferencing a pointer that is expected to be valid but is NULL,Technical Impact: Application crash or exit,Security Properties Affected: Availability,Severity: High,Likelihood: High,Relevant Assets: Application,Attack Vector(s): Input validation,Attacker Type(s): External,Attacker Motive(s): Disruption,"Relevant Cyber Controls/Countermeasures: Input validation, error handling, exception handling","Detection Methods: Code review, testing, monitoring for crashes or exits"
502,Vulnerability: Deserialization of untrusted data,Method: Insufficient verification of resulting data,"Technical Impact: Arbitrary code execution, denial of service, data tampering","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,Relevant Assets: Applications that deserialize untrusted data,"Attack Vector(s): Network, local","Attacker Type(s): External, internal","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, secure deserialization libraries, sandboxing","Detection Methods: Log analysis, anomaly detection, code review"
611,Vulnerability: XML External Entity (XXE) Injection,Method: Embedding incorrect documents into product output,"Technical Impact: Confidentiality, Integrity, Availability","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: XML documents,"Attack Vector(s): Input validation, XML parsing","Attacker Type(s): External, Internal","Attacker Motive(s): Information theft, data manipulation, denial of service","Relevant Cyber Controls/Countermeasures: Input validation, disabling external entity resolution, using whitelists instead of blacklists","Detection Methods: Manual code review, automated scanning tools"
787,Vulnerability: Buffer overflow,Method: Writing data past the end or before the beginning of a buffer,"Technical Impact: Memory corruption, execution of arbitrary code, denial of service","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Software applications, systems, networks","Attack Vector(s): Input validation, network communication, file handling","Attacker Type(s): Hackers, insiders, malware","Attacker Motive(s): Financial gain, espionage, sabotage, activism","Relevant Cyber Controls/Countermeasures: Input validation, boundary checking, memory protection, code signing, software updates","Detection Methods: Code analysis, memory monitoring, intrusion detection systems"
798,Vulnerability: Hard-coded credentials,"Method: Inbound authentication, outbound communication, or encryption of internal data","Technical Impact: Unauthorized access, data leakage, or data manipulation","Security Properties Affected: Confidentiality, integrity, and availability",Severity: High,Likelihood: High,"Relevant Assets: Authentication credentials, sensitive data, and communication channels","Attack Vector(s): Network, application, or physical access",Attacker Type(s): Insider or external attacker,"Attacker Motive(s): Financial gain, espionage, or sabotage","Relevant Cyber Controls/Countermeasures: Use of secure coding practices, encryption, and access control","Detection Methods: Log analysis, network monitoring, and vulnerability scanning"
862,Vulnerability: Lack of authorization check,Method: Unauthorized access or action,Technical Impact: Unauthorized access or modification of resources,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: Likely,Relevant Assets: Resources or actions requiring authorization,"Attack Vector(s): Network, Application",Attacker Type(s): Internal or External,Attacker Motive(s): Gain unauthorized access or perform unauthorized actions,"Relevant Cyber Controls/Countermeasures: Access control, Authentication, Authorization","Detection Methods: Log analysis, Intrusion detection systems"
918,Vulnerability: Insufficient validation of request destination,Method: Retrieving contents of a URL without proper validation,Technical Impact: Unauthorized access to sensitive information or systems,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,"Relevant Assets: Web server, network infrastructure",Attack Vector(s): HTTP/HTTPS requests,Attacker Type(s): External attacker,"Attacker Motive(s): Data theft, system compromise","Relevant Cyber Controls/Countermeasures: Input validation, access control, network segmentation","Detection Methods: Log analysis, network monitoring"
